"Years","CO2EQ","CO2","CH4","N2O","RF"
2252,808.70955,751.99877,1510.7589,426.96211,5.9938379
2253,808.70955,751.99877,1510.7589,426.96211,5.9938379
2254,808.70955,751.99877,1510.7589,426.96211,5.9938379
2255,808.70955,751.99877,1510.7589,426.96211,5.9938379
2256,808.70955,751.99877,1510.7589,426.96211,5.9938379
2257,808.70955,751.99877,1510.7589,426.96211,5.9938379
2258,808.70955,751.99877,1510.7589,426.96211,5.9938379
2259,808.70955,751.99877,1510.7589,426.96211,5.9938379
2260,808.70955,751.99877,1510.7589,426.96211,5.9938379
2261,808.70955,751.99877,1510.7589,426.96211,5.9938379
2262,808.70955,751.99877,1510.7589,426.96211,5.9938379
2263,808.70955,751.99877,1510.7589,426.96211,5.9938379
2264,808.70955,751.99877,1510.7589,426.96211,5.9938379
2265,808.70955,751.99877,1510.7589,426.96211,5.9938379
2266,808.70955,751.99877,1510.7589,426.96211,5.9938379
2267,808.70955,751.99877,1510.7589,426.96211,5.9938379
2268,808.70955,751.99877,1510.7589,426.96211,5.9938379
2269,808.70955,751.99877,1510.7589,426.96211,5.9938379
2270,808.70955,751.99877,1510.7589,426.96211,5.9938379
2271,808.70955,751.99877,1510.7589,426.96211,5.9938379
2272,808.70955,751.99877,1510.7589,426.96211,5.9938379
2273,808.70955,751.99877,1510.7589,426.96211,5.9938379
2274,808.70955,751.99877,1510.7589,426.96211,5.9938379
2275,808.70955,751.99877,1510.7589,426.96211,5.9938379
2276,808.70955,751.99877,1510.7589,426.96211,5.9938379
2277,808.70955,751.99877,1510.7589,426.96211,5.9938379
2278,808.70955,751.99877,1510.7589,426.96211,5.9938379
2279,808.70955,751.99877,1510.7589,426.96211,5.9938379
2280,808.70955,751.99877,1510.7589,426.96211,5.9938379
2281,808.70955,751.99877,1510.7589,426.96211,5.9938379
2282,808.70955,751.99877,1510.7589,426.96211,5.9938379
2283,808.70955,751.99877,1510.7589,426.96211,5.9938379
2284,808.70955,751.99877,1510.7589,426.96211,5.9938379
2285,808.70955,751.99877,1510.7589,426.96211,5.9938379
2286,808.70955,751.99877,1510.7589,426.96211,5.9938379
2287,808.70955,751.99877,1510.7589,426.96211,5.9938379
2288,808.70955,751.99877,1510.7589,426.96211,5.9938379
2289,808.70955,751.99877,1510.7589,426.96211,5.9938379
2290,808.70955,751.99877,1510.7589,426.96211,5.9938379
2291,808.70955,751.99877,1510.7589,426.96211,5.9938379
2292,808.70955,751.99877,1510.7589,426.96211,5.9938379
2293,808.70955,751.99877,1510.7589,426.96211,5.9938379
2294,808.70955,751.99877,1510.7589,426.96211,5.9938379
2295,808.70955,751.99877,1510.7589,426.96211,5.9938379
2296,808.70955,751.99877,1510.7589,426.96211,5.9938379
2297,808.70955,751.99877,1510.7589,426.96211,5.9938379
2298,808.70955,751.99877,1510.7589,426.96211,5.9938379
2299,808.70955,751.99877,1510.7589,426.96211,5.9938379
2300,808.70955,751.99877,1510.7589,426.96211,5.9938379
2301,808.70955,751.99877,1510.7589,426.96211,5.9938379
2302,808.70955,751.99877,1510.7589,426.96211,5.9938379
2303,808.70955,751.99877,1510.7589,426.96211,5.9938379
2304,808.70955,751.99877,1510.7589,426.96211,5.9938379
2305,808.70955,751.99877,1510.7589,426.96211,5.9938379
2306,808.70955,751.99877,1510.7589,426.96211,5.9938379
2307,808.70955,751.99877,1510.7589,426.96211,5.9938379
2308,808.70955,751.99877,1510.7589,426.96211,5.9938379
2309,808.70955,751.99877,1510.7589,426.96211,5.9938379
2310,808.70955,751.99877,1510.7589,426.96211,5.9938379
2311,808.70955,751.99877,1510.7589,426.96211,5.9938379
2312,808.70955,751.99877,1510.7589,426.96211,5.9938379
2313,808.70955,751.99877,1510.7589,426.96211,5.9938379
2314,808.70955,751.99877,1510.7589,426.96211,5.9938379
2315,808.70955,751.99877,1510.7589,426.96211,5.9938379
2316,808.70955,751.99877,1510.7589,426.96211,5.9938379
2317,808.70955,751.99877,1510.7589,426.96211,5.9938379
2318,808.70955,751.99877,1510.7589,426.96211,5.9938379
2319,808.70955,751.99877,1510.7589,426.96211,5.9938379
2320,808.70955,751.99877,1510.7589,426.96211,5.9938379
2321,808.70955,751.99877,1510.7589,426.96211,5.9938379
2322,808.70955,751.99877,1510.7589,426.96211,5.9938379
2323,808.70955,751.99877,1510.7589,426.96211,5.9938379
2324,808.70955,751.99877,1510.7589,426.96211,5.9938379
2325,808.70955,751.99877,1510.7589,426.96211,5.9938379
2326,808.70955,751.99877,1510.7589,426.96211,5.9938379
2327,808.70955,751.99877,1510.7589,426.96211,5.9938379
2328,808.70955,751.99877,1510.7589,426.96211,5.9938379
2329,808.70955,751.99877,1510.7589,426.96211,5.9938379
2330,808.70955,751.99877,1510.7589,426.96211,5.9938379
2331,808.70955,751.99877,1510.7589,426.96211,5.9938379
2332,808.70955,751.99877,1510.7589,426.96211,5.9938379
2333,808.70955,751.99877,1510.7589,426.96211,5.9938379
2334,808.70955,751.99877,1510.7589,426.96211,5.9938379
2335,808.70955,751.99877,1510.7589,426.96211,5.9938379
2336,808.70955,751.99877,1510.7589,426.96211,5.9938379
2337,808.70955,751.99877,1510.7589,426.96211,5.9938379
2338,808.70955,751.99877,1510.7589,426.96211,5.9938379
2339,808.70955,751.99877,1510.7589,426.96211,5.9938379
2340,808.70955,751.99877,1510.7589,426.96211,5.9938379
2341,808.70955,751.99877,1510.7589,426.96211,5.9938379
2342,808.70955,751.99877,1510.7589,426.96211,5.9938379
2343,808.70955,751.99877,1510.7589,426.96211,5.9938379
2344,808.70955,751.99877,1510.7589,426.96211,5.9938379
2345,808.70955,751.99877,1510.7589,426.96211,5.9938379
2346,808.70955,751.99877,1510.7589,426.96211,5.9938379
2347,808.70955,751.99877,1510.7589,426.96211,5.9938379
2348,808.70955,751.99877,1510.7589,426.96211,5.9938379
2349,808.70955,751.99877,1510.7589,426.96211,5.9938379
2350,808.70955,751.99877,1510.7589,426.96211,5.9938379
2351,808.70955,751.99877,1510.7589,426.96211,5.9938379
2352,808.70955,751.99877,1510.7589,426.96211,5.9938379
2353,808.70955,751.99877,1510.7589,426.96211,5.9938379
2354,808.70955,751.99877,1510.7589,426.96211,5.9938379
2355,808.70955,751.99877,1510.7589,426.96211,5.9938379
2356,808.70955,751.99877,1510.7589,426.96211,5.9938379
2357,808.70955,751.99877,1510.7589,426.96211,5.9938379
2358,808.70955,751.99877,1510.7589,426.96211,5.9938379
2359,808.70955,751.99877,1510.7589,426.96211,5.9938379
2360,808.70955,751.99877,1510.7589,426.96211,5.9938379
2361,808.70955,751.99877,1510.7589,426.96211,5.9938379
2362,808.70955,751.99877,1510.7589,426.96211,5.9938379
2363,808.70955,751.99877,1510.7589,426.96211,5.9938379
2364,808.70955,751.99877,1510.7589,426.96211,5.9938379
2365,808.70955,751.99877,1510.7589,426.96211,5.9938379
2366,808.70955,751.99877,1510.7589,426.96211,5.9938379
2367,808.70955,751.99877,1510.7589,426.96211,5.9938379
2368,808.70955,751.99877,1510.7589,426.96211,5.9938379
2369,808.70955,751.99877,1510.7589,426.96211,5.9938379
2370,808.70955,751.99877,1510.7589,426.96211,5.9938379
2371,808.70955,751.99877,1510.7589,426.96211,5.9938379
2372,808.70955,751.99877,1510.7589,426.96211,5.9938379
2373,808.70955,751.99877,1510.7589,426.96211,5.9938379
2374,808.70955,751.99877,1510.7589,426.96211,5.9938379
2375,808.70955,751.99877,1510.7589,426.96211,5.9938379
2376,808.70955,751.99877,1510.7589,426.96211,5.9938379
2377,808.70955,751.99877,1510.7589,426.96211,5.9938379
2378,808.70955,751.99877,1510.7589,426.96211,5.9938379
2379,808.70955,751.99877,1510.7589,426.96211,5.9938379
2380,808.70955,751.99877,1510.7589,426.96211,5.9938379
2381,808.70955,751.99877,1510.7589,426.96211,5.9938379
2382,808.70955,751.99877,1510.7589,426.96211,5.9938379
2383,808.70955,751.99877,1510.7589,426.96211,5.9938379
2384,808.70955,751.99877,1510.7589,426.96211,5.9938379
2385,808.70955,751.99877,1510.7589,426.96211,5.9938379
2386,808.70955,751.99877,1510.7589,426.96211,5.9938379
2387,808.70955,751.99877,1510.7589,426.96211,5.9938379
2388,808.70955,751.99877,1510.7589,426.96211,5.9938379
2389,808.70955,751.99877,1510.7589,426.96211,5.9938379
2390,808.70955,751.99877,1510.7589,426.96211,5.9938379
2391,808.70955,751.99877,1510.7589,426.96211,5.9938379
2392,808.70955,751.99877,1510.7589,426.96211,5.9938379
2393,808.70955,751.99877,1510.7589,426.96211,5.9938379
2394,808.70955,751.99877,1510.7589,426.96211,5.9938379
2395,808.70955,751.99877,1510.7589,426.96211,5.9938379
2396,808.70955,751.99877,1510.7589,426.96211,5.9938379
2397,808.70955,751.99877,1510.7589,426.96211,5.9938379
2398,808.70955,751.99877,1510.7589,426.96211,5.9938379
2399,808.70955,751.99877,1510.7589,426.96211,5.9938379
2400,808.70955,751.99877,1510.7589,426.96211,5.9938379
2401,808.70955,751.99877,1510.7589,426.96211,5.9938379
2402,808.70955,751.99877,1510.7589,426.96211,5.9938379
2403,808.70955,751.99877,1510.7589,426.96211,5.9938379
2404,808.70955,751.99877,1510.7589,426.96211,5.9938379
2405,808.70955,751.99877,1510.7589,426.96211,5.9938379
2406,808.70955,751.99877,1510.7589,426.96211,5.9938379
2407,808.70955,751.99877,1510.7589,426.96211,5.9938379
2408,808.70955,751.99877,1510.7589,426.96211,5.9938379
2409,808.70955,751.99877,1510.7589,426.96211,5.9938379
2410,808.70955,751.99877,1510.7589,426.96211,5.9938379
2411,808.70955,751.99877,1510.7589,426.96211,5.9938379
2412,808.70955,751.99877,1510.7589,426.96211,5.9938379
2413,808.70955,751.99877,1510.7589,426.96211,5.9938379
2414,808.70955,751.99877,1510.7589,426.96211,5.9938379
2415,808.70955,751.99877,1510.7589,426.96211,5.9938379
2416,808.70955,751.99877,1510.7589,426.96211,5.9938379
2417,808.70955,751.99877,1510.7589,426.96211,5.9938379
2418,808.70955,751.99877,1510.7589,426.96211,5.9938379
2419,808.70955,751.99877,1510.7589,426.96211,5.9938379
2420,808.70955,751.99877,1510.7589,426.96211,5.9938379
2421,808.70955,751.99877,1510.7589,426.96211,5.9938379
2422,808.70955,751.99877,1510.7589,426.96211,5.9938379
2423,808.70955,751.99877,1510.7589,426.96211,5.9938379
2424,808.70955,751.99877,1510.7589,426.96211,5.9938379
2425,808.70955,751.99877,1510.7589,426.96211,5.9938379
2426,808.70955,751.99877,1510.7589,426.96211,5.9938379
2427,808.70955,751.99877,1510.7589,426.96211,5.9938379
2428,808.70955,751.99877,1510.7589,426.96211,5.9938379
2429,808.70955,751.99877,1510.7589,426.96211,5.9938379
2430,808.70955,751.99877,1510.7589,426.96211,5.9938379
2431,808.70955,751.99877,1510.7589,426.96211,5.9938379
2432,808.70955,751.99877,1510.7589,426.96211,5.9938379
2433,808.70955,751.99877,1510.7589,426.96211,5.9938379
2434,808.70955,751.99877,1510.7589,426.96211,5.9938379
2435,808.70955,751.99877,1510.7589,426.96211,5.9938379
2436,808.70955,751.99877,1510.7589,426.96211,5.9938379
2437,808.70955,751.99877,1510.7589,426.96211,5.9938379
2438,808.70955,751.99877,1510.7589,426.96211,5.9938379
2439,808.70955,751.99877,1510.7589,426.96211,5.9938379
2440,808.70955,751.99877,1510.7589,426.96211,5.9938379
2441,808.70955,751.99877,1510.7589,426.96211,5.9938379
2442,808.70955,751.99877,1510.7589,426.96211,5.9938379
2443,808.70955,751.99877,1510.7589,426.96211,5.9938379
2444,808.70955,751.99877,1510.7589,426.96211,5.9938379
2445,808.70955,751.99877,1510.7589,426.96211,5.9938379
2446,808.70955,751.99877,1510.7589,426.96211,5.9938379
2447,808.70955,751.99877,1510.7589,426.96211,5.9938379
2448,808.70955,751.99877,1510.7589,426.96211,5.9938379
2449,808.70955,751.99877,1510.7589,426.96211,5.9938379
2450,808.70955,751.99877,1510.7589,426.96211,5.9938379
2451,808.70955,751.99877,1510.7589,426.96211,5.9938379
2452,808.70955,751.99877,1510.7589,426.96211,5.9938379
2453,808.70955,751.99877,1510.7589,426.96211,5.9938379
2454,808.70955,751.99877,1510.7589,426.96211,5.9938379
2455,808.70955,751.99877,1510.7589,426.96211,5.9938379
2456,808.70955,751.99877,1510.7589,426.96211,5.9938379
2457,808.70955,751.99877,1510.7589,426.96211,5.9938379
2458,808.70955,751.99877,1510.7589,426.96211,5.9938379
2459,808.70955,751.99877,1510.7589,426.96211,5.9938379
2460,808.70955,751.99877,1510.7589,426.96211,5.9938379
2461,808.70955,751.99877,1510.7589,426.96211,5.9938379
2462,808.70955,751.99877,1510.7589,426.96211,5.9938379
2463,808.70955,751.99877,1510.7589,426.96211,5.9938379
2464,808.70955,751.99877,1510.7589,426.96211,5.9938379
2465,808.70955,751.99877,1510.7589,426.96211,5.9938379
2466,808.70955,751.99877,1510.7589,426.96211,5.9938379
2467,808.70955,751.99877,1510.7589,426.96211,5.9938379
2468,808.70955,751.99877,1510.7589,426.96211,5.9938379
2469,808.70955,751.99877,1510.7589,426.96211,5.9938379
2470,808.70955,751.99877,1510.7589,426.96211,5.9938379
2471,808.70955,751.99877,1510.7589,426.96211,5.9938379
2472,808.70955,751.99877,1510.7589,426.96211,5.9938379
2473,808.70955,751.99877,1510.7589,426.96211,5.9938379
2474,808.70955,751.99877,1510.7589,426.96211,5.9938379
2475,808.70955,751.99877,1510.7589,426.96211,5.9938379
2476,808.70955,751.99877,1510.7589,426.96211,5.9938379
2477,808.70955,751.99877,1510.7589,426.96211,5.9938379
2478,808.70955,751.99877,1510.7589,426.96211,5.9938379
2479,808.70955,751.99877,1510.7589,426.96211,5.9938379
2480,808.70955,751.99877,1510.7589,426.96211,5.9938379
2481,808.70955,751.99877,1510.7589,426.96211,5.9938379
2482,808.70955,751.99877,1510.7589,426.96211,5.9938379
2483,808.70955,751.99877,1510.7589,426.96211,5.9938379
2484,808.70955,751.99877,1510.7589,426.96211,5.9938379
2485,808.70955,751.99877,1510.7589,426.96211,5.9938379
2486,808.70955,751.99877,1510.7589,426.96211,5.9938379
2487,808.70955,751.99877,1510.7589,426.96211,5.9938379
2488,808.70955,751.99877,1510.7589,426.96211,5.9938379
2489,808.70955,751.99877,1510.7589,426.96211,5.9938379
2490,808.70955,751.99877,1510.7589,426.96211,5.9938379
2491,808.70955,751.99877,1510.7589,426.96211,5.9938379
2492,808.70955,751.99877,1510.7589,426.96211,5.9938379
2493,808.70955,751.99877,1510.7589,426.96211,5.9938379
2494,808.70955,751.99877,1510.7589,426.96211,5.9938379
2495,808.70955,751.99877,1510.7589,426.96211,5.9938379
2496,808.70955,751.99877,1510.7589,426.96211,5.9938379
2497,808.70955,751.99877,1510.7589,426.96211,5.9938379
2498,808.70955,751.99877,1510.7589,426.96211,5.9938379
2499,808.70955,751.99877,1510.7589,426.96211,5.9938379
2500,808.70955,751.99877,1510.7589,426.96211,5.9938379
