# 1st dimension: Re = np.logspace(np.log10(1.4e6), np.log10(1.05e7), 20); 2nd dimension: alpha = np.arange(-5., 5.5, .5)
nan,7.393705099821090698e-02,1.244227439165115356e-01,1.777595281600952148e-01,2.324105650186538696e-01,2.833299040794372559e-01,3.371210694313049316e-01,3.891936242580413818e-01,4.437109827995300293e-01,4.981034398078918457e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,2.308857142925262451e-01,2.830487191677093506e-01,3.348875939846038818e-01,3.891885578632354736e-01,4.445585012435913086e-01,5.002677440643310547e-01,5.551174283027648926e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,2.763971388339996338e-01,3.303469717502593994e-01,3.857509195804595947e-01,4.412899911403656006e-01,4.969059228897094727e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,3.912859559059143066e-01,4.469663798809051514e-01,nan,5.582942962646484375e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.236620292067527771e-02,8.720137923955917358e-02,1.323097199201583862e-01,1.804743558168411255e-01,2.303422093391418457e-01,2.842836976051330566e-01,nan,nan,nan,5.038637518882751465e-01,5.527805685997009277e-01,6.072954535484313965e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.202131927013397217e-02,8.319082856178283691e-02,1.281619220972061157e-01,1.783874332904815674e-01,2.313140034675598145e-01,2.854884564876556396e-01,3.404001593589782715e-01,3.960187435150146484e-01,4.452324211597442627e-01,4.994453489780426025e-01,5.524629354476928711e-01,nan,nan,7.182154059410095215e-01,7.772891521453857422e-01,nan,8.873359560966491699e-01,9.410885572433471680e-01,9.944598078727722168e-01,1.047267436981201172e+00,1.099619865417480469e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.772084474563598633e-01,nan,8.876298069953918457e-01,9.418534040451049805e-01,9.956401586532592773e-01,1.049128413200378418e+00,1.101786136627197266e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.288148641586303711e-01,8.833882808685302734e-01,9.376056790351867676e-01,9.914560317993164062e-01,1.045188546180725098e+00,1.098848223686218262e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.299636840820312500e-01,8.846702575683593750e-01,9.390544891357421875e-01,9.931261539459228516e-01,1.047042012214660645e+00,1.101072907447814941e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.809243202209472656e-01,8.364571928977966309e-01,8.916478157043457031e-01,9.465059041976928711e-01,1.001041173934936523e+00,1.055336833000183105e+00,1.109225392341613770e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.824216485023498535e-01,8.380082249641418457e-01,8.933113217353820801e-01,9.483255743980407715e-01,1.003047466278076172e+00,1.057444214820861816e+00,1.111607074737548828e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.231676578521728516e-01,nan,8.341325521469116211e-01,8.891800642013549805e-01,9.439808130264282227e-01,9.985269308090209961e-01,1.052793860435485840e+00,1.106976747512817383e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.244592308998107910e-01,7.801544666290283203e-01,8.355427980422973633e-01,8.906940221786499023e-01,9.456065297126770020e-01,1.000271439552307129e+00,1.054669022560119629e+00,1.108905076980590820e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.256839275360107422e-01,7.814453840255737305e-01,8.369200825691223145e-01,8.921692371368408203e-01,9.471880793571472168e-01,1.001967430114746094e+00,1.056484222412109375e+00,1.110807061195373535e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.223421335220336914e-01,7.880640625953674316e-01,8.440309762954711914e-01,8.997710943222045898e-01,9.552721381187438965e-01,1.010519623756408691e+00,1.065470099449157715e+00,1.120048046112060547e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.683495044708251953e-01,7.236161828041076660e-01,7.893696427345275879e-01,8.454278111457824707e-01,9.012666940689086914e-01,9.568757414817810059e-01,1.012229800224304199e+00,1.067276358604431152e+00,1.121979355812072754e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.139109134674072266e-01,6.695203185081481934e-01,7.248429656028747559e-01,nan,8.467826247215270996e-01,9.027173519134521484e-01,9.584218859672546387e-01,1.013864278793334961e+00,1.069011092185974121e+00,1.123851656913757324e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.150050759315490723e-01,6.706402301788330078e-01,7.260162234306335449e-01,7.918505668640136719e-01,8.480893373489379883e-01,9.041085243225097656e-01,9.598971605300903320e-01,1.015430092811584473e+00,1.070683956146240234e+00,1.125679492950439453e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.601071119308471680e-01,6.160260438919067383e-01,6.717118024826049805e-01,7.271625995635986328e-01,7.929849624633789062e-01,8.493254780769348145e-01,9.054307341575622559e-01,9.613057971000671387e-01,1.016933083534240723e+00,1.072304606437683105e+00,1.127460598945617676e+00
