# 1st dimension: Re = np.logspace(np.log10(1.4e6), np.log10(1.05e7), 20); 2nd dimension: alpha = np.arange(-5., 5.5, .5)
nan,nan,2.414443157613277435e-02,7.904484122991561890e-02,1.340935230255126953e-01,1.883827745914459229e-01,2.360370308160781860e-01,2.866503298282623291e-01,3.311359882354736328e-01,3.828144669532775879e-01,4.358766078948974609e-01,4.890817105770111084e-01,nan,5.983514785766601562e-01,6.508350968360900879e-01,6.839810013771057129e-01,7.193574309349060059e-01,7.653717398643493652e-01,8.045945763587951660e-01,8.453775644302368164e-01,8.902677893638610840e-01
nan,nan,2.361714653670787811e-02,7.847102731466293335e-02,1.316050887107849121e-01,1.799926310777664185e-01,2.334485054016113281e-01,2.809816002845764160e-01,3.298778235912322998e-01,3.830895423889160156e-01,4.369005858898162842e-01,4.762740731239318848e-01,5.455020666122436523e-01,6.000156998634338379e-01,6.372795104980468750e-01,6.816189289093017578e-01,7.181219458580017090e-01,7.657857537269592285e-01,8.089056611061096191e-01,8.527574539184570312e-01,8.970996737480163574e-01
nan,nan,2.279259636998176575e-02,7.343184947967529297e-02,nan,1.780503541231155396e-01,2.291565984487533569e-01,2.785573303699493408e-01,3.301002979278564453e-01,3.837785720825195312e-01,4.240466356277465820e-01,4.736730158329010010e-01,5.308799147605895996e-01,5.842296481132507324e-01,6.351658105850219727e-01,6.827500462532043457e-01,7.180916666984558105e-01,7.684355974197387695e-01,8.164587020874023438e-01,8.605530261993408203e-01,9.047107100486755371e-01
nan,nan,1.528851315379142761e-02,6.865539401769638062e-02,1.218769475817680359e-01,1.746274828910827637e-01,2.254686802625656128e-01,2.788365483283996582e-01,3.310935497283935547e-01,3.711969852447509766e-01,4.214165508747100830e-01,4.728598594665527344e-01,5.282474756240844727e-01,5.815742015838623047e-01,6.334327459335327148e-01,6.844896674156188965e-01,nan,7.724002599716186523e-01,8.234577775001525879e-01,8.678973317146301270e-01,9.120454192161560059e-01
-3.034784644842147827e-02,1.308522373437881470e-02,nan,6.576275080442428589e-02,1.188408806920051575e-01,1.720263063907623291e-01,2.253256738185882568e-01,2.787157595157623291e-01,3.195423185825347900e-01,3.687150776386260986e-01,4.207979440689086914e-01,4.742326438426971436e-01,5.283594727516174316e-01,5.817184448242187500e-01,6.347314715385437012e-01,6.870585083961486816e-01,7.341325283050537109e-01,7.762284278869628906e-01,8.280592560768127441e-01,8.748169541358947754e-01,9.058130383491516113e-01
nan,nan,1.338993478566408157e-02,6.318724900484085083e-02,1.171799302101135254e-01,1.714189201593399048e-01,2.254032045602798462e-01,2.674250602722167969e-01,3.174213767051696777e-01,3.683967292308807373e-01,4.220589399337768555e-01,4.759268462657928467e-01,5.301686525344848633e-01,5.837113261222839355e-01,6.370200514793395996e-01,6.898711919784545898e-01,7.390749454498291016e-01,7.798662781715393066e-01,8.316090106964111328e-01,8.687466979026794434e-01,9.104278683662414551e-01
nan,nan,9.007920511066913605e-03,6.212434545159339905e-02,1.170940697193145752e-01,1.716323941946029663e-01,nan,2.642365396022796631e-01,3.171610534191131592e-01,3.706515729427337646e-01,4.235950410366058350e-01,4.776298403739929199e-01,5.321150422096252441e-01,5.859205722808837891e-01,6.393184065818786621e-01,6.924961209297180176e-01,7.433531284332275391e-01,7.833737134933471680e-01,8.259870409965515137e-01,8.721085190773010254e-01,9.164339303970336914e-01
nan,-4.588716104626655579e-02,7.511308882385492325e-03,6.211745738983154297e-02,1.174489930272102356e-01,1.716084927320480347e-01,2.118599265813827515e-01,2.639968693256378174e-01,3.181925415992736816e-01,3.724611699581146240e-01,4.252381026744842529e-01,4.791984856128692627e-01,5.340059995651245117e-01,5.880725979804992676e-01,6.415354609489440918e-01,6.947898268699645996e-01,7.471056580543518066e-01,7.854712009429931641e-01,8.278821706771850586e-01,8.757486939430236816e-01,9.226089119911193848e-01
-9.995862841606140137e-02,-4.777349531650543213e-02,nan,6.242321059107780457e-02,1.176554709672927856e-01,1.615393012762069702e-01,2.105439156293869019e-01,2.648874819278717041e-01,3.194133937358856201e-01,3.739024102687835693e-01,nan,nan,nan,nan,nan,6.971348524093627930e-01,7.413186430931091309e-01,7.884469628334045410e-01,8.304013013839721680e-01,nan,9.281725883483886719e-01
-1.031387448310852051e-01,-4.835521057248115540e-02,nan,6.269191205501556396e-02,1.175020113587379456e-01,1.574192047119140625e-01,2.113038897514343262e-01,2.659794092178344727e-01,3.206454813480377197e-01,3.751732409000396729e-01,nan,4.761758148670196533e-01,5.375006794929504395e-01,5.919783711433410645e-01,6.392300128936767578e-01,6.912263035774230957e-01,7.425054311752319336e-01,7.921603918075561523e-01,8.338786959648132324e-01,nan,9.328768253326416016e-01
